domain,data,timestamp
www.ge.com,"{""url"": ""https://www.ge.com"", ""technical"": {""score"": 80, ""issues"": [""1 broken links detected"", ""Missing structured data (JSON-LD)"", ""Missing security headers: Strict-Transport-Security, X-Content-Type-Options, X-Frame-Options""], ""checks"": {""ssl_tls"": {""status"": ""Good"", ""issue"": null}, ""load_time"": {""status"": ""Good"", ""issue"": ""Load time: 0.23s""}, ""mobile_friendly"": {""status"": ""Good"", ""issue"": ""Missing viewport meta tag""}, ""flash_elements"": {""status"": ""Good"", ""issue"": ""Outdated Flash elements detected""}, ""outdated_plugins"": {""status"": ""Good"", ""issue"": ""Outdated plugins detected""}, ""broken_links"": {""status"": ""Needs improvement"", ""issue"": ""1 broken links found""}, ""structured_data"": {""status"": ""Needs improvement"", ""issue"": ""Missing structured data""}, ""security_headers"": {""status"": ""Needs improvement"", ""issue"": ""Missing security headers: Strict-Transport-Security, X-Content-Type-Options, X-Frame-Options""}}}, ""business"": {""score"": 55, ""issues"": [""No products or services clearly listed"", ""No certifications (ISO, REACH, RoHS, SDS) detected"", ""No case studies or testimonials detected""], ""checks"": {""products_services"": {""status"": ""Critical"", ""issue"": ""No products/services pages detected""}, ""company_info"": {""status"": ""Good"", ""issue"": ""No company story, team, or history detected""}, ""certifications"": {""status"": ""Needs improvement"", ""issue"": ""No certifications detected""}, ""testimonials"": {""status"": ""Needs improvement"", ""issue"": ""No case studies or testimonials detected""}, ""copyright_year"": {""status"": ""Good"", ""issue"": ""Copyright year is 0 years outdated""}}}, ""functional"": {""score"": 65, ""issues"": [""No contact form detected"", ""No RFQ (Request for Quote) system detected"", ""No e-commerce or online ordering detected""], ""checks"": {""contact_form"": {""status"": ""Needs improvement"", ""issue"": ""No contact form detected""}, ""rfq_system"": {""status"": ""Needs improvement"", ""issue"": ""No RFQ (Request for Quote) system detected""}, ""ecommerce"": {""status"": ""Needs improvement"", ""issue"": ""No e-commerce functionality detected""}, ""blog"": {""status"": ""Good"", ""issue"": ""No blog or resource section detected""}}}, ""seo"": {""score"": 80, ""issues"": [""No Google My Business integration detected"", ""No analytics tools detected""], ""checks"": {""meta_title"": {""status"": ""Good"", ""issue"": ""Missing or long meta title""}, ""meta_description"": {""status"": ""Good"", ""issue"": ""Missing or non-optimal meta description""}, ""alt_text"": {""status"": ""Good"", ""issue"": ""0 images missing alt text""}, ""url_structure"": {""status"": ""Good"", ""issue"": ""URL path is too deep""}, ""internal_links"": {""status"": ""Good"", ""issue"": ""Only 47 internal links found""}, ""local_seo"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business integration detected""}, ""analytics"": {""status"": ""Needs improvement"", ""issue"": ""No analytics tools detected""}}}, ""budget"": {""score"": 65, ""issues"": [""No physical address detected"", ""No About Us or team page detected"", ""No online payment options detected"", ""No recent updates detected""], ""checks"": {""physical_address"": {""status"": ""Needs improvement"", ""issue"": ""No physical address detected""}, ""about_us"": {""status"": ""Needs improvement"", ""issue"": ""No About Us or team page detected""}, ""online_payments"": {""status"": ""Needs improvement"", ""issue"": ""No online payment options detected""}, ""generic_email"": {""status"": ""Good"", ""issue"": ""Generic email address detected""}, ""recent_updates"": {""status"": ""Needs improvement"", ""issue"": ""No recent updates (2023-2025) detected""}, ""diy_website"": {""status"": ""Good"", ""issue"": ""DIY website with placeholder content detected""}}}, ""dead_end"": {""score"": 100, ""issues"": [], ""checks"": {""domain_expiration"": {""status"": ""Good"", ""issue"": ""Domain expiring soon""}, ""parked_domain"": {""status"": ""Good"", ""issue"": ""Domain appears to be parked""}}}, ""growth"": {""score"": 100, ""issues"": [], ""checks"": {""job_postings"": {""status"": ""Needs improvement"", ""issue"": ""No job postings detected""}, ""press_releases"": {""status"": ""Needs improvement"", ""issue"": ""No press releases or news detected""}, ""facility_expansion"": {""status"": ""Needs improvement"", ""issue"": ""No facility expansion detected""}, ""linkedin_presence"": {""status"": ""Needs improvement"", ""issue"": ""No LinkedIn presence detected""}, ""google_my_business"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business detected""}}, ""growth_signals"": []}, ""industry_keyword"": ""Manufacturing"", ""timestamp"": ""2026-08-30 00:53:22""}",2026-08-30 00:53:22
www.honeywell.com,"{""url"": ""https://www.honeywell.com"", ""technical"": {""score"": 100, ""issues"": [], ""checks"": {""ssl_tls"": {""status"": ""Good"", ""issue"": null}, ""load_time"": {""status"": ""Good"", ""issue"": ""Load time: 0.13s""}, ""mobile_friendly"": {""status"": ""Good"", ""issue"": ""Missing viewport meta tag""}, ""flash_elements"": {""status"": ""Good"", ""issue"": ""Outdated Flash elements detected""}, ""outdated_plugins"": {""status"": ""Good"", ""issue"": ""Outdated plugins detected""}, ""broken_links"": {""status"": ""Good"", ""issue"": ""0 broken links found""}, ""structured_data"": {""status"": ""Good"", ""issue"": ""Missing structured data""}, ""security_headers"": {""status"": ""Good"", ""issue"": ""Missing security headers: ""}}}, ""business"": {""score"": 85, ""issues"": [""No certifications (ISO, REACH, RoHS, SDS) detected""], ""checks"": {""products_services"": {""status"": ""Good"", ""issue"": ""No products/services pages detected""}, ""company_info"": {""status"": ""Good"", ""issue"": ""No company story, team, or history detected""}, ""certifications"": {""status"": ""Needs improvement"", ""issue"": ""No certifications detected""}, ""testimonials"": {""status"": ""Good"", ""issue"": ""No case studies or testimonials detected""}, ""copyright_year"": {""status"": ""Good"", ""issue"": ""Copyright year is 0 years outdated""}}}, ""functional"": {""score"": 75, ""issues"": [""No RFQ (Request for Quote) system detected"", ""No e-commerce or online ordering detected""], ""checks"": {""contact_form"": {""status"": ""Good"", ""issue"": ""No contact form detected""}, ""rfq_system"": {""status"": ""Needs improvement"", ""issue"": ""No RFQ (Request for Quote) system detected""}, ""ecommerce"": {""status"": ""Needs improvement"", ""issue"": ""No e-commerce functionality detected""}, ""blog"": {""status"": ""Good"", ""issue"": ""No blog or resource section detected""}}}, ""seo"": {""score"": 75, ""issues"": [""6 images are missing alt text"", ""No Google My Business integration detected"", ""No analytics tools detected""], ""checks"": {""meta_title"": {""status"": ""Good"", ""issue"": ""Missing or long meta title""}, ""meta_description"": {""status"": ""Good"", ""issue"": ""Missing or non-optimal meta description""}, ""alt_text"": {""status"": ""Needs improvement"", ""issue"": ""6 images missing alt text""}, ""url_structure"": {""status"": ""Good"", ""issue"": ""URL path is too deep""}, ""internal_links"": {""status"": ""Good"", ""issue"": ""Only 179 internal links found""}, ""local_seo"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business integration detected""}, ""analytics"": {""status"": ""Needs improvement"", ""issue"": ""No analytics tools detected""}}}, ""budget"": {""score"": 65, ""issues"": [""No physical address detected"", ""No About Us or team page detected"", ""No online payment options detected"", ""No recent updates detected""], ""checks"": {""physical_address"": {""status"": ""Needs improvement"", ""issue"": ""No physical address detected""}, ""about_us"": {""status"": ""Needs improvement"", ""issue"": ""No About Us or team page detected""}, ""online_payments"": {""status"": ""Needs improvement"", ""issue"": ""No online payment options detected""}, ""generic_email"": {""status"": ""Good"", ""issue"": ""Generic email address detected""}, ""recent_updates"": {""status"": ""Needs improvement"", ""issue"": ""No recent updates (2023-2025) detected""}, ""diy_website"": {""status"": ""Good"", ""issue"": ""DIY website with placeholder content detected""}}}, ""dead_end"": {""score"": 100, ""issues"": [], ""checks"": {""domain_expiration"": {""status"": ""Good"", ""issue"": ""Domain expiring soon""}, ""parked_domain"": {""status"": ""Good"", ""issue"": ""Domain appears to be parked""}}}, ""growth"": {""score"": 100, ""issues"": [], ""checks"": {""job_postings"": {""status"": ""Good"", ""issue"": ""No job postings detected""}, ""press_releases"": {""status"": ""Good"", ""issue"": ""No press releases or news detected""}, ""facility_expansion"": {""status"": ""Needs improvement"", ""issue"": ""No facility expansion detected""}, ""linkedin_presence"": {""status"": ""Good"", ""issue"": ""No LinkedIn presence detected""}, ""google_my_business"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business detected""}}, ""growth_signals"": [""Job postings detected"", ""Press releases/news detected"", ""LinkedIn presence detected""]}, ""industry_keyword"": ""Manufacturing"", ""timestamp"": ""2026-08-30 00:53:22""}",2026-08-30 00:53:22
www.siemens.com,"{""url"": ""https://www.siemens.com"", ""technical"": {""score"": 100, ""issues"": [], ""checks"": {""ssl_tls"": {""status"": ""Good"", ""issue"": null}, ""load_time"": {""status"": ""Good"", ""issue"": ""Load time: 0.08s""}, ""mobile_friendly"": {""status"": ""Good"", ""issue"": ""Missing viewport meta tag""}, ""flash_elements"": {""status"": ""Good"", ""issue"": ""Outdated Flash elements detected""}, ""outdated_plugins"": {""status"": ""Good"", ""issue"": ""Outdated plugins detected""}, ""broken_links"": {""status"": ""Good"", ""issue"": ""0 broken links found""}, ""structured_data"": {""status"": ""Good"", ""issue"": ""Missing structured data""}, ""security_headers"": {""status"": ""Good"", ""issue"": ""Missing security headers: ""}}}, ""business"": {""score"": 85, ""issues"": [""No certifications (ISO, REACH, RoHS, SDS) detected""], ""checks"": {""products_services"": {""status"": ""Good"", ""issue"": ""No products/services pages detected""}, ""company_info"": {""status"": ""Good"", ""issue"": ""No company story, team, or history detected""}, ""certifications"": {""status"": ""Needs improvement"", ""issue"": ""No certifications detected""}, ""testimonials"": {""status"": ""Good"", ""issue"": ""No case studies or testimonials detected""}, ""copyright_year"": {""status"": ""Needs improvement"", ""issue"": ""No copyright year detected""}}}, ""functional"": {""score"": 65, ""issues"": [""No contact form detected"", ""No RFQ (Request for Quote) system detected"", ""No e-commerce or online ordering detected""], ""checks"": {""contact_form"": {""status"": ""Needs improvement"", ""issue"": ""No contact form detected""}, ""rfq_system"": {""status"": ""Needs improvement"", ""issue"": ""No RFQ (Request for Quote) system detected""}, ""ecommerce"": {""status"": ""Needs improvement"", ""issue"": ""No e-commerce functionality detected""}, ""blog"": {""status"": ""Good"", ""issue"": ""No blog or resource section detected""}}}, ""seo"": {""score"": 75, ""issues"": [""16 images are missing alt text"", ""No Google My Business integration detected"", ""No analytics tools detected""], ""checks"": {""meta_title"": {""status"": ""Good"", ""issue"": ""Missing or long meta title""}, ""meta_description"": {""status"": ""Good"", ""issue"": ""Missing or non-optimal meta description""}, ""alt_text"": {""status"": ""Needs improvement"", ""issue"": ""16 images missing alt text""}, ""url_structure"": {""status"": ""Good"", ""issue"": ""URL path is too deep""}, ""internal_links"": {""status"": ""Good"", ""issue"": ""Only 54 internal links found""}, ""local_seo"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business integration detected""}, ""analytics"": {""status"": ""Needs improvement"", ""issue"": ""No analytics tools detected""}}}, ""budget"": {""score"": 70, ""issues"": [""No physical address detected"", ""No online payment options detected"", ""No recent updates detected""], ""checks"": {""physical_address"": {""status"": ""Needs improvement"", ""issue"": ""No physical address detected""}, ""about_us"": {""status"": ""Good"", ""issue"": ""No About Us or team page detected""}, ""online_payments"": {""status"": ""Needs improvement"", ""issue"": ""No online payment options detected""}, ""generic_email"": {""status"": ""Good"", ""issue"": ""Generic email address detected""}, ""recent_updates"": {""status"": ""Needs improvement"", ""issue"": ""No recent updates (2023-2025) detected""}, ""diy_website"": {""status"": ""Good"", ""issue"": ""DIY website with placeholder content detected""}}}, ""dead_end"": {""score"": 100, ""issues"": [], ""checks"": {""domain_expiration"": {""status"": ""Good"", ""issue"": ""Domain expiring soon""}, ""parked_domain"": {""status"": ""Good"", ""issue"": ""Domain appears to be parked""}}}, ""growth"": {""score"": 100, ""issues"": [], ""checks"": {""job_postings"": {""status"": ""Good"", ""issue"": ""No job postings detected""}, ""press_releases"": {""status"": ""Good"", ""issue"": ""No press releases or news detected""}, ""facility_expansion"": {""status"": ""Good"", ""issue"": ""No facility expansion detected""}, ""linkedin_presence"": {""status"": ""Needs improvement"", ""issue"": ""No LinkedIn presence detected""}, ""google_my_business"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business detected""}}, ""growth_signals"": [""Job postings detected"", ""Press releases/news detected"", ""Facility expansion detected""]}, ""industry_keyword"": ""Manufacturing"", ""timestamp"": ""2026-08-30 00:53:22""}",2026-08-30 00:53:22
www.bosch.com,"{""url"": ""https://www.bosch.com"", ""technical"": {""score"": 95, ""issues"": [""Missing structured data (JSON-LD)""], ""checks"": {""ssl_tls"": {""status"": ""Good"", ""issue"": null}, ""load_time"": {""status"": ""Good"", ""issue"": ""Load time: 0.32s""}, ""mobile_friendly"": {""status"": ""Good"", ""issue"": ""Missing viewport meta tag""}, ""flash_elements"": {""status"": ""Good"", ""issue"": ""Outdated Flash elements detected""}, ""outdated_plugins"": {""status"": ""Good"", ""issue"": ""Outdated plugins detected""}, ""broken_links"": {""status"": ""Good"", ""issue"": ""0 broken links found""}, ""structured_data"": {""status"": ""Needs improvement"", ""issue"": ""Missing structured data""}, ""security_headers"": {""status"": ""Good"", ""issue"": ""Missing security headers: ""}}}, ""business"": {""score"": 75, ""issues"": [""No certifications (ISO, REACH, RoHS, SDS) detected"", ""No case studies or testimonials detected""], ""checks"": {""products_services"": {""status"": ""Good"", ""issue"": ""No products/services pages detected""}, ""company_info"": {""status"": ""Good"", ""issue"": ""No company story, team, or history detected""}, ""certifications"": {""status"": ""Needs improvement"", ""issue"": ""No certifications detected""}, ""testimonials"": {""status"": ""Needs improvement"", ""issue"": ""No case studies or testimonials detected""}, ""copyright_year"": {""status"": ""Needs improvement"", ""issue"": ""No copyright year detected""}}}, ""functional"": {""score"": 75, ""issues"": [""No RFQ (Request for Quote) system detected"", ""No e-commerce or online ordering detected""], ""checks"": {""contact_form"": {""status"": ""Good"", ""issue"": ""No contact form detected""}, ""rfq_system"": {""status"": ""Needs improvement"", ""issue"": ""No RFQ (Request for Quote) system detected""}, ""ecommerce"": {""status"": ""Needs improvement"", ""issue"": ""No e-commerce functionality detected""}, ""blog"": {""status"": ""Good"", ""issue"": ""No blog or resource section detected""}}}, ""seo"": {""score"": 80, ""issues"": [""No Google My Business integration detected"", ""No analytics tools detected""], ""checks"": {""meta_title"": {""status"": ""Good"", ""issue"": ""Missing or long meta title""}, ""meta_description"": {""status"": ""Good"", ""issue"": ""Missing or non-optimal meta description""}, ""alt_text"": {""status"": ""Good"", ""issue"": ""0 images missing alt text""}, ""url_structure"": {""status"": ""Good"", ""issue"": ""URL path is too deep""}, ""internal_links"": {""status"": ""Good"", ""issue"": ""Only 125 internal links found""}, ""local_seo"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business integration detected""}, ""analytics"": {""status"": ""Needs improvement"", ""issue"": ""No analytics tools detected""}}}, ""budget"": {""score"": 75, ""issues"": [""No physical address detected"", ""No About Us or team page detected"", ""No online payment options detected""], ""checks"": {""physical_address"": {""status"": ""Needs improvement"", ""issue"": ""No physical address detected""}, ""about_us"": {""status"": ""Needs improvement"", ""issue"": ""No About Us or team page detected""}, ""online_payments"": {""status"": ""Needs improvement"", ""issue"": ""No online payment options detected""}, ""generic_email"": {""status"": ""Good"", ""issue"": ""Generic email address detected""}, ""recent_updates"": {""status"": ""Good"", ""issue"": ""No recent updates (2023-2025) detected""}, ""diy_website"": {""status"": ""Good"", ""issue"": ""DIY website with placeholder content detected""}}}, ""dead_end"": {""score"": 100, ""issues"": [], ""checks"": {""domain_expiration"": {""status"": ""Good"", ""issue"": ""Domain expiring soon""}, ""parked_domain"": {""status"": ""Good"", ""issue"": ""Domain appears to be parked""}}}, ""growth"": {""score"": 100, ""issues"": [], ""checks"": {""job_postings"": {""status"": ""Good"", ""issue"": ""No job postings detected""}, ""press_releases"": {""status"": ""Needs improvement"", ""issue"": ""No press releases or news detected""}, ""facility_expansion"": {""status"": ""Needs improvement"", ""issue"": ""No facility expansion detected""}, ""linkedin_presence"": {""status"": ""Good"", ""issue"": ""No LinkedIn presence detected""}, ""google_my_business"": {""status"": ""Needs improvement"", ""issue"": ""No Google My Business detected""}}, ""growth_signals"": [""Job postings detected"", ""LinkedIn presence detected""]}, ""industry_keyword"": ""Manufacturing"", ""timestamp"": ""2026-08-30 00:53:22""}",2026-08-30 00:53:22
